shot_id,campaign,shot_objective,postshot_description,shot_postshot_comment,shot_summary,shot_program,shot_scenario
11880,M5,"PLASMA CONDITIONING, FUELLING TESTS AND ZREF SCAN",THE SAME I.E. DISRUPT VERTICALLY AT 200MS,THE SAME I.E. DISRUPT VERTICALLY AT 200MS,"OK DAY INBOARD GAS PUFF OK , STANDARD SHOT IS GOOD, SND MADE A GOOD PROGRESS",CONDITIONING,
11889,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,400 MS SHOT - OUTER RADIUS TOO LARGE AFTER 320 MS 29 SLIDING JOINT ALARMS MAX 149 %,400 MS SHOT - OUTER RADIUS TOO LARGE AFTER 320 MS 29 SLIDING JOINT ALARMS MAX 149 %,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11890,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,380 MS SHOT - AGAIN SLIGHLTLY TOO LARGE AT 350 MS- 14 SL ALARMS AT 127 % MAX,380 MS SHOT - AGAIN SLIGHLTLY TOO LARGE AT 350 MS- 14 SL ALARMS AT 127 % MAX,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11891,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,OK,OK,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11892,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,EARLY VDE - FAS CUT OUT,EARLY VDE - FAS CUT OUT,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11893,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,GOOD SHOT WITH FLATTOP TO 300MS DESPITE NO BEAM. PLASMA STILL EXPANDS SLIGHTLY TOWARDS END BUT IRE CAUSES VDE,GOOD SHOT WITH FLATTOP TO 300MS DESPITE NO BEAM. PLASMA STILL EXPANDS SLIGHTLY TOWARDS END BUT IRE CAUSES VDE,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11894,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"GOOD SHOT, BETTER TERMINATION","GOOD SHOT, BETTER TERMINATION",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11895,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,EARLY VDE AGAIN. FA CUT-OUT IDENTICAL TO 11892 BUT 10MS LATER,EARLY VDE AGAIN. FA CUT-OUT IDENTICAL TO 11892 BUT 10MS LATER,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11896,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,GOOD LONG PULSE. SURVIVES BIG 'EVENT' AT 270MS (FIRST SAWTOOTH?),GOOD LONG PULSE. SURVIVES BIG 'EVENT' AT 270MS (FIRST SAWTOOTH?),MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11897,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"BIG EVENT AT THE SAME TIME, SUBSEQUENT SHOWER OF PARTICLES LEADING TO IRE/VDE. LOOKS LIKE IT'S A LOCKED MODE.","BIG EVENT AT THE SAME TIME, SUBSEQUENT SHOWER OF PARTICLES LEADING TO IRE/VDE. LOOKS LIKE IT'S A LOCKED MODE.",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11898,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"OK-ISH BUT NO BEAM, SO IP RAMP-UP HAD TO BE PULLED UP BY FEEDBACK","OK-ISH BUT NO BEAM, SO IP RAMP-UP HAD TO BE PULLED UP BY FEEDBACK",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11899,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,BETTER CURRENT RAMP-UP BUT SHORT BEAM AND FA CUT-OUT CAUSED VDE. NOTE THAT DENSITY IS LOWER THAN 11392,BETTER CURRENT RAMP-UP BUT SHORT BEAM AND FA CUT-OUT CAUSED VDE. NOTE THAT DENSITY IS LOWER THAN 11392,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11901,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,GOOD BEAM BUT STILL A VDE FROM FA CUT-OUT,GOOD BEAM BUT STILL A VDE FROM FA CUT-OUT,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11902,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"FULL LENGTH SHOT, BUT HSV DIDN'T TRIGGER AND IS STILL SHOWING THE PREVIOUS SHOT. GEOF HAS OBSERVED RISING OXYGEN LEVELS","FULL LENGTH SHOT, BUT HSV DIDN'T TRIGGER AND IS STILL SHOWING THE PREVIOUS SHOT. GEOF HAS OBSERVED RISING OXYGEN LEVELS",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11903,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"GOOD SHOT BUT FAS CUT OUT LATER IN SHOT, WITH VDE. DOESN'T REALLY CLEAR THE CENTRE COLUMN VERY MUCH","GOOD SHOT BUT FAS CUT OUT LATER IN SHOT, WITH VDE. DOESN'T REALLY CLEAR THE CENTRE COLUMN VERY MUCH",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11905,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,GOOD. FINALLY A FEW BLINKS OF H-MODE,GOOD. FINALLY A FEW BLINKS OF H-MODE,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11906,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,CLEARS CENTRE COLUMN BETTER BUT LESS H-MODE,CLEARS CENTRE COLUMN BETTER BUT LESS H-MODE,MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11908,M5,TOKAMAK CONDITIONING - POSSIBLE P2 REVERSAL COMMISIONING,"GOOD SHOT, IP RAMPS DOWN WITHOUT VDE UNTIL ALMOST COMPLETELY GONE. H-MODE STILL NOT AS GOOD AS 11905 BUT SOME TRANSITIONS NEAR END (","GOOD SHOT, IP RAMPS DOWN WITHOUT VDE UNTIL ALMOST COMPLETELY GONE. H-MODE STILL NOT AS GOOD AS 11905 BUT SOME TRANSITIONS NEAR END (",MORNING LOST TO FINGER TROUBLE. SOFTWARE PREVENTED P2 REVERSAL. SOME GOOD SHOTS WITH NBI AND FLEETING H-MODE,VESSEL CONDITIONING,
11911,M5,CONTINUE VESSEL CONDITIONING,"SHOT OK, QUITE ALOT OF OXYGEN, ROPEY START UP, SJA 137% (27)","SHOT OK, QUITE ALOT OF OXYGEN, ROPEY START UP, SJA 137% (27)",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11912,M5,CONTINUE VESSEL CONDITIONING,"SJA BETTER, STILL EARLY DRAG (RESISTIVITY)","SJA BETTER, STILL EARLY DRAG (RESISTIVITY)",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11913,M5,CONTINUE VESSEL CONDITIONING,"SHORT BEAM FROM 0.02S TO 0.17S, IP DROP JUST AFTER MC PHASE (AS IN 11908), 1.7 MW","SHORT BEAM FROM 0.02S TO 0.17S, IP DROP JUST AFTER MC PHASE (AS IN 11908), 1.7 MW",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11914,M5,CONTINUE VESSEL CONDITIONING,"ONLY 80MS NBI, SHOT REASONABLE OTHERWISE","ONLY 80MS NBI, SHOT REASONABLE OTHERWISE",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11915,M5,CONTINUE VESSEL CONDITIONING,"GOOD BEAM, SLOW INITIAL RAMP UP, PLASMA WOBBLES","GOOD BEAM, SLOW INITIAL RAMP UP, PLASMA WOBBLES",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11916,M5,CONTINUE VESSEL CONDITIONING,"FAR TO BIG EARLY ON,","FAR TO BIG EARLY ON,",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11917,M5,CONTINUE VESSEL CONDITIONING,"GOOD SHOT. STILL TO BIG IN THE BEGINNING, HSV 200 MS LATE, SOME H-MODES","GOOD SHOT. STILL TO BIG IN THE BEGINNING, HSV 200 MS LATE, SOME H-MODES",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11918,M5,CONTINUE VESSEL CONDITIONING,"NO BEAM, STILL H-MODE WITH SAWTEETH, DESPITE HIGH OXYGEN LEVELS","NO BEAM, STILL H-MODE WITH SAWTEETH, DESPITE HIGH OXYGEN LEVELS",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11919,M5,CONTINUE VESSEL CONDITIONING,"GOOD BEAMS, PLASMA TOO BIG AT, OXYGEN LEVELS TOO HIGH","GOOD BEAMS, PLASMA TOO BIG AT, OXYGEN LEVELS TOO HIGH",CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11920,M5,CONTINUE VESSEL CONDITIONING,PLASMA EXPANDS TOO MUCH IN THE 150 - 200 MS PERIOD,PLASMA EXPANDS TOO MUCH IN THE 150 - 200 MS PERIOD,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11921,M5,CONTINUE VESSEL CONDITIONING,RAMP RAMP WRONG NOW UNDERCURRENT IN THE 150 MS PERIOD - OUTBAORD RADIUS NOW BETTER,RAMP RAMP WRONG NOW UNDERCURRENT IN THE 150 MS PERIOD - OUTBAORD RADIUS NOW BETTER,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11922,M5,CONTINUE VESSEL CONDITIONING,SIMILAR IP EVOLUTION PROBLEM WITH SAWTEETH,SIMILAR IP EVOLUTION PROBLEM WITH SAWTEETH,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11923,M5,CONTINUE VESSEL CONDITIONING,DISRUPTION,DISRUPTION,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11924,M5,CONTINUE VESSEL CONDITIONING,NO NBI SJA 136.99%,NO NBI SJA 136.99%,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11925,M5,CONTINUE VESSEL CONDITIONING,DISRUPTION NBI 250MS 1.6MW 128%,DISRUPTION NBI 250MS 1.6MW 128%,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11926,M5,CONTINUE VESSEL CONDITIONING,QUITE THE SAME,QUITE THE SAME,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11927,M5,CONTINUE VESSEL CONDITIONING,SHORT NBI RADIAL CONTROL WAS EFFECTIVE,SHORT NBI RADIAL CONTROL WAS EFFECTIVE,CONTINUING OXYGEN PROBLEM SOLVED BY FLUCHING GOOD BEAM DECENT PLASMA BRIEF H MODE,TOKAMAK CONDITIONING,
11930,M5,VESSEL COMMISIONING,280 MS SHOT - OVER CURRENT REQUIREMENT AT CHANGE OVER TO IP FEEDBACK - FA FEEDBACK CUTS OUT,280 MS SHOT - OVER CURRENT REQUIREMENT AT CHANGE OVER TO IP FEEDBACK - FA FEEDBACK CUTS OUT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11931,M5,VESSEL COMMISIONING,"420 MS SHOT - GOOD BEAM , SLIGHTLY OVER CURRENT","420 MS SHOT - GOOD BEAM , SLIGHTLY OVER CURRENT","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11932,M5,VESSEL COMMISIONING,280 MS SHOT - XMM FELL OVER - PLASMA CURRENT NOW LOOKS GOOD,280 MS SHOT - XMM FELL OVER - PLASMA CURRENT NOW LOOKS GOOD,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11933,M5,VESSEL COMMISIONING,400MS SHOT - FAS CUT OUT AT END,400MS SHOT - FAS CUT OUT AT END,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11934,M5,VESSEL COMMISIONING,330MS SHOT A BIT SHORTER THEN 11933,330MS SHOT A BIT SHORTER THEN 11933,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11935,M5,VESSEL COMMISIONING,NO NBI,NO NBI,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11936,M5,VESSEL COMMISIONING,SHORT BEAM,SHORT BEAM,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11937,M5,VESSEL COMMISIONING,400 MS SHOT,400 MS SHOT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11938,M5,VESSEL COMMISIONING,GOOD BEAM - 350 MS SHOT - GETS TOO LARGE AROUND 250 MS,GOOD BEAM - 350 MS SHOT - GETS TOO LARGE AROUND 250 MS,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11939,M5,VESSEL COMMISIONING,NO BEAM 400 MS SHOT,NO BEAM 400 MS SHOT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11940,M5,VESSEL COMMISIONING,OHMIC SHOT 400 MS SHOT,OHMIC SHOT 400 MS SHOT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11941,M5,VESSEL COMMISIONING,SHORT BEAM 410 MS SHOT,SHORT BEAM 410 MS SHOT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11942,M5,VESSEL COMMISIONING,SHORT BEAM AGAIN - 400 MS SHOT,SHORT BEAM AGAIN - 400 MS SHOT,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11943,M5,VESSEL COMMISIONING,160 MS BEAM - 450 MS SHOT- NICE LONG STABLE SHOT-DETACHES FROM CC AT 150 MS - RADIUS STILL EXPANDS TOO MUCH AROUND 250 MS,160 MS BEAM - 450 MS SHOT- NICE LONG STABLE SHOT-DETACHES FROM CC AT 150 MS - RADIUS STILL EXPANDS TOO MUCH AROUND 250 MS,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11944,M5,VESSEL COMMISIONING,GOOD 450 MS SHOT - 140 MS NBI - 1.6 MW BEAM,GOOD 450 MS SHOT - 140 MS NBI - 1.6 MW BEAM,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11945,M5,VESSEL COMMISIONING,450 MS SHOT - GOOD BEAM,450 MS SHOT - GOOD BEAM,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11946,M5,VESSEL COMMISIONING,"GOOD, VDE AT THE END","GOOD, VDE AT THE END","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11948,M5,VESSEL COMMISIONING,"RADIAL FEEDBACK WOBBLES A BIT BUT ADA STAYS CONSTANT, EFM SEEMS TO WOBBLE A BIT. RADIUS A LITTLE BIT SMALLER THAN REQUESTED IN THE C","RADIAL FEEDBACK WOBBLES A BIT BUT ADA STAYS CONSTANT, EFM SEEMS TO WOBBLE A BIT. RADIUS A LITTLE BIT SMALLER THAN REQUESTED IN THE C","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11949,M5,VESSEL COMMISIONING,"SHORTER SHOT, LOST VERTICAL FEEDBACK AT 363 MS (AFTER IRE), PLASMA IS OVERDENSE, NO SIGN OF AR (GOOD)","SHORTER SHOT, LOST VERTICAL FEEDBACK AT 363 MS (AFTER IRE), PLASMA IS OVERDENSE, NO SIGN OF AR (GOOD)","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11950,M5,VESSEL COMMISIONING,"FA'S CUT OUT AT 0.163S :-( STABILITY SEEMS FINE, INNER GAP IS LARGER, DENSITY IS LOWER","FA'S CUT OUT AT 0.163S :-( STABILITY SEEMS FINE, INNER GAP IS LARGER, DENSITY IS LOWER","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11951,M5,VESSEL COMMISIONING,WORKED FINE :-),WORKED FINE :-),"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11952,M5,VESSEL COMMISIONING,P1 LIMIT EXCEEDED 173 A (ANOYING WINDOW APPEARENG EVERY 5S),P1 LIMIT EXCEEDED 173 A (ANOYING WINDOW APPEARENG EVERY 5S),"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11953,M5,VESSEL COMMISIONING,SHORT BEAM,SHORT BEAM,"GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11954,M5,VESSEL COMMISIONING,"UNDERDENSE, SHORTER","UNDERDENSE, SHORTER","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11955,M5,VESSEL COMMISIONING,"OK, SHORT BEAM","OK, SHORT BEAM","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11956,M5,VESSEL COMMISIONING,"GOOD SHOT, GOOD IP TRACKING (DIVIATION FROM 0.2 TO 0.3S BY 20 KA), KEEPS ROUT EQUAL WITHIN 5CM, MUCH HIGHER DENSITY","GOOD SHOT, GOOD IP TRACKING (DIVIATION FROM 0.2 TO 0.3S BY 20 KA), KEEPS ROUT EQUAL WITHIN 5CM, MUCH HIGHER DENSITY","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11957,M5,VESSEL COMMISIONING,"LOOSE FAS AT 330MS, EVENT AT 317MS IS DESASTOROUS (LOCKED MODE?), XMA LOST CAMAC AFTER SHOT","LOOSE FAS AT 330MS, EVENT AT 317MS IS DESASTOROUS (LOCKED MODE?), XMA LOST CAMAC AFTER SHOT","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11958,M5,VESSEL COMMISIONING,"AGAIN ONLY 317MS, GOOD BEAMS THOUGH, SIMILAR EVENT AS IN PREVIOUS SHOT","AGAIN ONLY 317MS, GOOD BEAMS THOUGH, SIMILAR EVENT AS IN PREVIOUS SHOT","GOOD CONDITIONING DAY, NICE LONG SHOTS, GOOD BEAMS, OXYGEN LEVELS CAME DOWN A LITTLE",VESSEL COMMISIONING,
11993,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE",GOOD PLASMA BUT OXYGEN LEVELS ARE HIGHER ON SPEX,GOOD PLASMA BUT OXYGEN LEVELS ARE HIGHER ON SPEX,WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
11996,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE","GOOD SHOT, FLATTOP UNTIL 400MS. NBI OK BUT DIDN'T GET LOCAL DATA. OXYGEN LEVELS EVEN HIGHER!","GOOD SHOT, FLATTOP UNTIL 400MS. NBI OK BUT DIDN'T GET LOCAL DATA. OXYGEN LEVELS EVEN HIGHER!",WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
11998,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE",WORST EVER OXYGEN LEVEL - TEST PUFFS FROM OUTBOARD GAS SHOW NO OXYGEN RISE ON RGA,WORST EVER OXYGEN LEVEL - TEST PUFFS FROM OUTBOARD GAS SHOW NO OXYGEN RISE ON RGA,WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12001,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE","MASSIVE RISE IN OXYGEN LEVEL ON RGA, BUT SPEX IS BETTER THAN 11998. SEPARATE NBI TESTS SUGGEST AIR IN PRESENT IN ARC GAS",'MASSIVE RISE IN OXYGEN LEVEL ON RGA BUT SPEX IS BETTER THAN 11998. SEPARATE NBI TESTS SUGGEST AIR IN PRESENT IN ARC GAS',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12003,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE",OXYGEN LEVELS ABOUT THE SAME,'OXYGEN LEVELS ABOUT THE SAME',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12004,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE",OXYGEN LEVEL UNCHANGED,'OXYGEN LEVEL UNCHANGED',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12006,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE",MARGINAL REDUCTION OF OXYGEN LEVEL,'MARGINAL REDUCTION OF OXYGEN LEVEL',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12007,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE","OXYGEN LEVEL UNCHANGED. SLIDING JOINT ALARM 32, MAX 143%.",'OXYGEN LEVEL UNCHANGED. SLIDING JOINT ALARM 32 MAX 143%.',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
12008,M5,"CONTINUE TOKAMAK CONDITIONING, POSSIBLE P2 REVERSAL TESTING, THEN BORONISE","VDE. AGAIN SJA 32, 143%. OXYGEN LEVEL INCREASED",'VDE. AGAIN SJA 32 143%. OXYGEN LEVEL INCREASED',WORRYING INCREASE IN OXYGEN LEVEL ON SPEX. NUMEROUS DATAK ABORTS AND PLANT TRIPS. P2 REVERSAL OK. BORONISATION POSTPONED,TOKAMAK CONDITIONING,
